1 2 3 4 5 6 7 8
version_number compiler build MESA_SDK_version math_backend date burn_min1 burn_min2
"12778" "gfortran" "9.2.0" "x86_64-linux-20.3.2" "CRMATH" "20221129" 5.0000000000000000E+001 1.0000000000000000E+003

1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57
model_number star_age star_mass log_L log_R log_Teff log_center_T log_center_Rho log_center_P center_h1 center_he3 center_he4 center_c12 center_n14 center_o16 center_ne20 center_mg24 center_si28 center_s32 center_ar36 center_ca40 center_ti44 center_cr48 center_fe52 center_fe54 center_fe56 center_ni56 center_degeneracy center_ye center_entropy compactness_parameter dynamic_timescale kh_timescale nuc_timescale pp cno tri_alfa log_LH log_LHe log_LZ log_Lneu he_core_mass c_core_mass o_core_mass si_core_mass fe_core_mass he_core_radius c_core_radius o_core_radius si_core_radius fe_core_radius max_abs_v_velocity surf_avg_omega_div_omega_crit log_total_angular_momentum surf_avg_omega surf_avg_v_rot star_mdot
1 1.0000000000000001E-005 9.9999999999999711E-001 2.3846684680597954E+000 1.4671557621684581E+000 3.6242186541570334E+000 5.4769172547845697E+000 -3.2888076229716439E+000 1.0311626375970993E+001 6.9999999999999996E-001 2.9797635251138618E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274640E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0428818698852300E+000 8.5000496627254163E-001 2.5488413179319949E+001 0.0000000000000000E+000 1.5895244578855531E+006 3.3018345586051591E+003 4.1241222641432546E+007 -2.0882632755182211E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882632755182211E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280500767914024E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.8637568223686004E-010
2 2.2000000000000003E-005 9.9999999999999345E-001 2.3811132898270846E+000 1.4671228885084340E+000 3.6233462964288670E+000 5.4769168087268731E+000 -3.2888070739341928E+000 1.0311626469654582E+001 6.9999999999999996E-001 2.9797635251138618E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274640E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0428791240918063E+000 8.5000496627254141E-001 2.5488408701274764E+001 0.0000000000000000E+000 1.5893439909819488E+006 3.3292266362490277E+003 4.1580213042347439E+007 -2.0882633350440411E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882633350440411E+001 -9.8999999999999986E+001 -3.6725659471005699E+001 -2.2280501363172220E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.8437029044303630E-010
3 3.6400000000000004E-005 9.9999999999998945E-001 2.3769295624239972E+000 1.4670838620145112E+000 3.6223198778250572E+000 5.4769163160578804E+000 -3.2888064628918867E+000 1.0311626577738968E+001 6.9999999999999996E-001 2.9797635251138618E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274640E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0428760809531568E+000 8.5000496627254163E-001 2.5488403738309810E+001 0.0000000000000000E+000 1.5891297733968284E+006 3.3617554262261633E+003 4.1982706959742337E+007 -2.0882634034838588E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882634034838588E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280502047570394E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.8203055995109142E-010
4 5.3680000000000001E-005 9.9999999999998446E-001 2.3719638135783794E+000 1.4670374070412293E+000 3.6211016681002937E+000 5.4769157792310210E+000 -3.2888057906026660E+000 1.0311626701960348E+001 6.9999999999999996E-001 2.9797635251138621E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274629E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0428727504841859E+000 8.5000496627254163E-001 2.5488398306764378E+001 0.0000000000000000E+000 1.5888748183071990E+006 3.4007782810713948E+003 4.2465494570538998E+007 -2.0882634814647584E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882634814647584E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280502827379387E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.7930159496446032E-010
5 7.4416000000000000E-005 9.9999999999997868E-001 2.3661598175124103E+000 1.4669825934940859E+000 3.6196780758573728E+000 5.4769155126668796E+000 -3.2888045897764386E+000 1.0311627626647653E+001 6.9999999999999996E-001 2.9797635251138618E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274629E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0428691467862468E+000 8.5000496627254141E-001 2.5488392431523454E+001 0.0000000000000000E+000 1.5885740421351970E+006 3.4469670184609158E+003 4.3036820867838420E+007 -2.0882629897695953E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882629897695953E+001 -9.8999999999999986E+001 -3.6725659471005699E+001 -2.2280497910427631E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.7609669752700924E-010
6 9.9299199999999986E-005 9.9999999999997180E-001 2.3595831204399018E+000 1.4669188949089325E+000 3.6180657508818226E+000 5.4769149046258869E+000 -3.2888038076198076E+000 1.0311627787935810E+001 6.9999999999999996E-001 2.9797635251138618E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274629E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0428653279829554E+000 8.5000496627254163E-001 2.5488386203622660E+001 0.0000000000000000E+000 1.5882245829801487E+006 3.5000763948434537E+003 4.3693504524513885E+007 -2.0882630880932219E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882630880932219E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280498893663893E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.7239705149387537E-010
7 1.2915903999999998E-004 9.9999999999996381E-001 2.3519683701971097E+000 1.4668440359206307E+000 3.6161994928152752E+000 5.4769142746783137E+000 -3.2888029825764140E+000 1.0311627969674237E+001 6.9999999999999996E-001 2.9797635251138618E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274629E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0428613385152765E+000 8.5000496627254163E-001 2.5488379697430457E+001 0.0000000000000000E+000 1.5878139945833876E+006 3.5626005684680690E+003 4.4466365128255419E+007 -2.0882631966674328E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882631966674328E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280499979405992E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.6826375955927529E-010
8 1.6499084799999998E-004 9.9999999999995448E-001 2.3431717064487048E+000 1.4667560414246730E+000 3.6140443241261524E+000 5.4769136352778478E+000 -3.2888021260282927E+000 1.0311628173175954E+001 6.9999999999999996E-001 2.9797635251138618E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274629E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0428572461675980E+000 8.5000496627254141E-001 2.5488373023503275E+001 0.0000000000000000E+000 1.5873314959508020E+006 3.6362337305239766E+003 4.5376217781376213E+007 -2.0882633145636849E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882633145636849E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280501158368505E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.6355569039532337E-010
9 2.0798901759999997E-004 9.9999999999994338E-001 2.3336692504191792E+000 1.4666563791482283E+000 3.6117185412569941E+000 5.4769129998644992E+000 -3.2888012525072248E+000 1.0311628397620032E+001 6.9999999999999996E-001 2.9797635251138614E-005 2.7997020236474884E-001 4.1193902129486445E-003 1.2067031330276047E-003 1.1203876416666529E-002 2.5129237964844936E-003 9.5710644087274629E-004 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -8.0428531291496075E+000 8.5000496627254163E-001 2.5488366309395364E+001 0.0000000000000000E+000 1.5867851966561885E+006 3.7175250994991288E+003 4.6380000563746549E+007 -2.0882634414476868E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0882634414476868E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2280502427208514E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.5821872905019900E-010
